class,text
Conservative,"JOIN OUR RALLY 4 INDIA CUMMINGS ON THURSDAY. MAY 26 Feb. 1, she is arrested for car jacking among other things. Feb. 9, she doesnt recognized her own arraignment Feb 1- Feb. 17, she was denied numerous visits. Her family was denied visits I should say. By Feb. 17; she had broken ribs; irreparable brain damage, blood clot in her leg, was thoroughly dehydrated among other things. Legally; she was dead. Feb. 17, she was shipped to Buffalo geneneral medical hospital. Feb. 17, Feb 21 ; family believed amputation of leg was critical. Feb. 21. India Cummings was pronounced dead. Feb. 21. her remaining organs crashed and she was pronounced dead. Feb. 17, sheriff Howard called the situation a ""medical event"" and said very little else. #JusticeforindiaCummings https://www.facebook.com/events/853677788070082/ Rally 4 India Cummings-ROC Remix"
Conservative,"Ad ID 1233  Ad Text JOIN OUR  Feb. 1, she is arrested for car jacking among other things.  Feb. 9, she doesnt recognized her own arraignment  Feb 1- Feb. 17, she was denied numerous visits. Her family was denied visits  I should say.  By Feb. 17, she had broken ribs, irreparable brain damage, blood clot in her  leg, was thoroughly dehydrated among other things. Legally, she was dead.  Feb. 17, she was shipped to Buffalo geneneral medical hospital.    Feb. 17, Feb 21, family believed amputation of leg was critical.  Feb. 21, India Cummings was pronounced dead.  Feb. 21, her remaining organs crashed and she was pronounced dead.  Feb. 17, sheriff Howard called the situation a ""medical event"" and said very  little else.  #JusticeforlndiaCum m ings   Location: United States: Rochester (+50 mi) New York  : 16 - 45  Language: English (UK) or English (US)  : News Feed on desktop computers or News Feed on mobile  devices  : Multicultural Affinity: African American (US)   14   2   2.81 RUB   05/16/16 08:26:53 AM PDT   05/19/16 08: 15:33 AM PDT   P(1 )0003086  Redactions Completed at the Direction of Ranking Member  of the US House Permanent Select Committee on Intelligence"
Liberal,"MAN WHO WAS CHARGED WITH BURNING DA VINCI APARTMENT WAS ANGRY ABOUT POLICE KILLINGS OF BLACK PEOPLE The man who was accused of Da Vinci apartment complex arson that caused the city $100 million in damages testified that he was angry at high-profile killing of black men. Dawud Abdulwali attended a party in a Hollywood hotel where he ranted about the August 2014 killing of unarmed Michael Brown by a white police officer in Ferguson. According to one of the witnesses; he was so mad about the high profile killing of unarmed black men, so he burned the building. Abdulwalia's anger at police was not a good reason to burn down some apartments, but injustice brought him to this action. Either way, crime should not be tolerated. But we have to start thinking about the message he was trying to send: having a black president changes almost nothing."
Conservative,"FAMILY MEMBERS OF NINE VICTIMS KILLED IN THE MASS SHOOTING INSIDE A SC CHURCH AREN'T PLEASED WITH DONATIONA PAYOUT The family members of South Carolina church massacre victims are upset with the distribution of donations the church has received since June shooting. The Methodist Episcopal Church have decided that the families will have to divide $1.5 million in donations, while they will keep $1.8 million; with plans to make long-needed repairs to the church. For instance, the wife of the Rev. Clementa Pinckney who was among those killed by white shooter Dylan Roof, has not received any of the donation proceeds. Nothing will bring the victims of Charleston massacre back, but this money will help aid in bridging the gap in the loss of an income. Donations are important for these families since they did not receive a cent from the government."
Liberal,"If you want to save America, you're a part of us. Like to join!"
Conservative,"Illegal immigrant invasion became the problem of gigantic proportions. More than 18 million illegal immigrants are currently tearing America apart one piece at a time. This unstoppable force is polluting our land, stealing our jobs and receiving insane amounts money for that. 5% of population is committing 40% of all crimes in America. 65% of all drugs are coming through the Mexican border. No good comes from these people. Without them USA would be a lot better. It is just a simple fact."
Conservative,"Illegal immigrant invasion became the problem of gigantic proportions. More than 18 million illegal immigrants are currently tearing America apart one piece at a time. This unstoppable force is polluting our land, stealing our jobs and receiving insane amounts money for that.       5% of population is committing 40% of all crimes in America. 65% of all drugs are coming through the Mexican border. No good comes from these people. Without them USA would be a lot better. It is just a simple fact."
Conservative,"Take care of our vets, not illegals. Like to join!"
Liberal,Parasite is an organism that lives in or on another organism and benefits by deriving nutrients at the host's expense. About 20 million parasites live in the United States illegally. They exploit Americans and give nothing in return. Isn't it time to get rid of parasites that are destroying our country?
Liberal,Parasite is an organism that lives in or on another organism and benefits by deriving nutrients at the host's expense.        About 20 million parasites live in the United States illegally. They exploit Americans and give nothing in return. Isn't it time to get rid of parasites that are destroying our country?
Conservative,"German Police arrested a 27-year-old man after he stabbed four people at a train station located near Munich early Tuesday morning.        He killed a 50-year-old man and injured three other men. Witnesses claim the man screamed ""Allah Akbar"" during the attack, but liberal officials think the suspect had no Islamist motive."
Conservative,This page is dedicated to protection against illegal immigrants! Like to join!
Liberal,"We are under attack. Even there is no open action the war has already started. The enemy is smart and ruthless. We are losing so far, because our leader is one of them. Obama has betrayed America and now he is just executing orders of his bosses. Obama was always a mere pawn in the hands of Arabian Sheikhs. His latest orders are just proving it. All these refugees, which we are about to take in, are soldiers with one simple goal. They are going to try to terrorize the nation until it agrees to convert. To win this war we need to gather our forces and elect a leader, who loves America as much as we do and is willing to do everything it takes to protect it. I believe that only Trump is strong enough to overpower this snake of an enemy and choke it to death. We are at war gentlemen! We need to act fast!"
Liberal,"We are under attack. Even there is no open action the war has already started. The enemy is smart and ruthless. We are losing so far, because our leader is one of them. Obama has betrayed America and now he is just executing orders of his bosses. Obama was always a mere pawn in the hands of Arabian Sheikhs. His latest orders are just proving it. All these refugees, which we are about to take in, are soldiers with one simple goal. They are going to try to terrorize the nation until it agrees to convert. To win this war we need to gather our forces and elect a leader, who loves America as much as we do and is willing to do everything it takes to protect it. I believe that only Trump is strong enough to overpower this snake of an enemy and choke it to death. We are at war gentlemen! We need to act fast!"
Liberal,"If you want to save America, you're a part of us. Like to join!"
Conservative,"Take care of our vets, not illegals. Like to join!"
Conservative,The nation without borders is not a nation at all. Like to join!
Conservative,The nation without borders is not a nation at all. Like to join!
Liberal,"If you want to save America, you're a part of us. Like to join!"
Liberal,Close the borders until it's too late. Like to join!
Liberal,Close the borders until it's too late. Like to join!
Liberal,Close the borders until it's too late. Like to join!
Liberal,Close the borders until it's too late. Like to join!
Conservative,The nation without borders is not a nation at all. Like to join!
Conservative,This page is dedicated to protection against illegal immigrants! Like to join!
Conservative,The nation without borders is not a nation at all. Like to join!
Liberal,Close the borders until it's too late. Like to join!
Liberal,"If you want to save America, you're a part of us. Like to join!"
Conservative,This page is dedicated to protection against illegal immigrants! Like to join!
Conservative,The nation without borders is not a nation at all. Like to join!
Conservative,"Take care of our vets, not illegals. Like to join!"
Conservative,"Take care of our vets, not illegals. Like to join!"
Conservative,"Take care of our vets, not illegals. Like to join!"
Liberal,"If you want to save America, you're a part of us. Like to join!"
Conservative,This page is dedicated to protection against illegal immigrants! Like to join!
Conservative,This page is dedicated to protection against illegal immigrants! Like to join!
Liberal,"A new disturbing dashcam video from May 2013 is shining light on what happened the night a Chicago. The video shows how officers, Michelle Morsi-Murphy and Jose Lopez, brutalized Rev. Catherine Brown. Brown was driving back home; when Morsi- Murphy jumped out of the car and approached her yelling curse words and demanding she move the vehicle back. When Brown reached for her license; Lopez pointed a gun at her head. Moreover, Lopez WAS LAUGHTING at poor Brown; who was beat and pepper-sprayed by police. Brown is not the only victim, her kids had suffered from pepper spray too. The US police is just insane. What's the problem with peaceful arrest? Why the hell they treat us as animals? This will not stop until cops are held personally and financially responsible for their actions. Could you imagine, if soldiers acted like this towards civilians in a combat zone? 100% it would be treated as a war crime. So why do we have another attitude to people in blue?"
Liberal,"This short video shows the bloody scuffle that took place during the forceful arrest of a homeless man Terre Johnson. SPREAD THIS LIKE WILDFIRE, if you believe #BlackLivesMatter ! Full story: http://goo.gl/GX8dYu"
Liberal,"We are not against police, we against police brutality!"
Conservative,Is that justice? Public officials assaulted a man without any consequences. How and why does the government allow it?
Conservative,"Rookie Florida cop arrested, fired after being caught on video beating up handcuffed strip club employee Video shows probationary patrol officer Akinyemi Borisade repeatedly hitting 31-year-old Mayra Martinez on Wednesday at the Duval County jail. Man; there were so many ways to fix the situation without resorting to use excessive force. The worst part of it is how everyone just stands around nonchalantly.? People who support cops and belive in good cops, please tell me why the hell a bunch of cops just stand and watch how another cop beating a woman??? How??? How can we respect law enforcement, if they act like that? If you want my respect, STOP SHOOTING AND BEATING THE CITIZENS YOU SWORE TO PROTECTT. ? IF U AGREE"
Liberal,"State Police pulled Philadelphia attorney Rebecca Musarra over for allegedly speeding on October 16, 2015. She refused to answer any questions and they arrested her for obstruction of justice. She was later released without being charged for obstruct. Americans have rights and one of them is the right to remain silent. We don't have to answer your stupid interrogation questions. If we are speeding, tell us we were stopped for speeding, issue the warning/summons and get the hell out of our lives Nazis. Why did they escalate the situation? What for? The best part of the video is when they say she had the right to remain silent. LOL! #Copslogic"
Liberal,MARCH/PROTEST
Liberal,MARCH/PROTEST
Liberal,The USA is exactly the place where cops can't care less about people's civil rights. They are cynical toward the rule of law and disrespectful of the rights of fellow citizens.        Details: http://donotshoot.us/
Liberal,The USA is exactly the place where cops can't care less about people's civil rights. They are cynical toward the rule of law and disrespectful of the rights of fellow citizens.        Details: http://donotshoot.us/
Liberal,"Horrifying video shows inmate being shocked three times with a stun gun       Recently released video shows the moment officers shot 24-year-old Brandon Bethea with a stun gun as he was in a jail cell. Jail officers said Bethea had threatened them and that's why he was hit with a stun gun but I guess cops didn't know the camera was recording them. FIVE OFFICERS stood over Bethea and just watching how Clark pulled the trigger two more times. As usual, no charges were ever filed against the officers involved in Bethea's death. There is no doubt that Bethea was murdered. Have you noticed that it took 20 minutes passed by before another officer summoned a nurse and they attempted to revive Bethea. All of bastard cops who were there should be in prison for murder. America, it's not a black or white problem... but a blue one."
Conservative,"SHOCKING!!! Cops can't stop using their blue privilege for illegal parking. Could you imagine how off-duty deputy Tracy Weiss was shocked when she realized that her budge won't protect her from paying parking fines? Her face is priceless.        The story happened last month when Weiss found her car being towed for illegal parking. The cop jumped into another vehicle to block the driver, who had towed her car. When she exited the vehicle she had her gun drawn. The driver started recording the incident when he understood that his life is under threat. That's how $62.50 fine turned into $125. The sheriff's office said Weiss has been an Orange County deputy for 11 years and they are investigating the incident. I have only one question: is that how PD trains police in our country? For 11 years she should know how to fix the situation like that. The only reason she should identify herself as an officer is to explain why she has a holstered weapon. Aside from that she should not have mentioned it nor should she have drawn the weapon. To my mind, this woman need to stop being a deputy and carrying a gun. Such cops and people as well should stay away from guns. This would give our citizens a chance to get back home alive. For more stories, join our new brand site http://donotshoot.us/"
Conservative,"A 15-year-old teenager was assaulted by an off-duty officer during a violent brawl. Our jaws dropped when we saw the horrific moments of the boy being forcibly pushed in the chest by the cop, which sent the teen flying backward by shoving him to the ground.        Full story: http://goo.glNoEMV1"
Liberal,"Please take a moment to read my story! Back in 2015, Douglas Babbitt was talking on the phone in the driver's seat of his parked van when a police officer asked if an open beer bottle on the ground near the vehicle's front passenger door belonged to him. Notice the location of the beer can - it's located on the ground, outside of the vehicle, on the passenger's side. When Babbitt said the beer wasn't his, the police needlessly escalated the situation that lead to Babbitt's arrest, and left the 51-year-old Oakland man briefly lying unconscious on the ground. The beer wasn't in his car, and a toxicology report from after his arrest shows that he had no alcohol in his system. So what's the problem with you guys? Damn, after all that, the only thing I may conclude is DO NOT TALK TO POLICE! The following video is a prime example of why..."
Liberal,A man misidentified by a cop was violently body slammed to the ground and punched in the face. The bizarre incident occurred at the playground at the moment when the man was trying to pick up his child.        Let's make these cop famous! ? + Comment + Share this video with your friends and family. Full story: http://bit.ly/1 RORcAP
Liberal,Watch below an attack on another victim of police brutality. R.I.P Sarah Reed.
Conservative,"Clark Dickson. a veteran Seattle police department officer, punched a homeless 21-year-old man in the head and remained unpunished. The cop said that his misconduct was ""justified"" because the man had spit at him. Almost one year after the incident. the footage showing the punch was released. Personally. I didn't notice in the video the suspect spitting at Dickson. However; the police department didn't consider it necessary to punish the cop. The only penalty he got was a suspension without pay for 1 day. Is it really enough for excessive force use?"
Conservative,"Guess who can be dirty and racists at the same time? That's right - bad cops! Instead of protect and serve citizens, they attack disable people. Thanks to cell phone cameras, we have a chance to show to the world a real face of the US police.        A video clip uploaded to Facebook shows an officer attempting to throw a man from his wheelchair and into the street until someone rushes over to intervene. Also I'd love to know the point of cops rights defenders: what would you say about another ""good cop,"" who's turning his head as if he didn't see his partner attempt to hurt the man in wheelchair? Good cops keep silence, huh? Such incidents can't happen again, we need to get cops that can't handle their tempers off of the streets. Guys, what do you think about it? How disgusting this officer's actions were?"
Liberal,"Dear Don't Shooters, as you know we aim to empower and encourage people to take action in struggle for social justice. ""Unite and fight against police brutality!"" - that's our moto.        From time to time we receive messages like ""why you do not talk about good cops?"" Well, I guess it's time to answer the question... As the nation has been torn apart by police violence and abuse, we have begun to wonder whether there are any good cops at all. Do they exist? Where are these legendary ""good cops""? Sad, but according to our research good cops are threatened with extinction. After sleepless nights with coffee and YouTube search we finally found a great example of a GOOD COP. Please welcome - Mr. Right Officer, who comes to the suspect's aid, not once, not twice, but at least three times physically stopping the arresting officer from abusing the suspect. If you think that all cops SHOULD take a stand like this, then help us SPREAD THE WORD!"
Liberal,"It feels like cops arrest people only to bully and abuse them. Well, police has never about safety... here's the proof. Read the full article ? http://bit.ly/lTK7MGG ? Don't Shoot"
Liberal,"Retired tennis star James Blake was mistaken for a suspect, slammed to the ground and handcuffed by plainclothes members of the NYPD outside his hotel on September, 2015. The scary incident shocked not only Blake's fans, but thousands of people who stand up against the horrors of police brutality in America.        Read more: http://bit.ly/1 ZMkBVq"
Conservative,Did you see this? Damn... We lost count of how many mentally ill citizens were murdered during encounters with violent cops. Here is another woman suffering from mental illness. Full story: http://bit.ly/10rglhk
Liberal,Land of the fees and home of the police brutality... Full story: http://bit.ly/lTEKTVv
Liberal,That's a crazy police brutality caught on camera in Savannah. Georgia. A girl was violently beaten by cop.
Conservative,"That's how the Delaware state police raids look like. I would be scared to have such ""guests""."
Liberal,Disturbing video of the fatal incident has been released to the public showing Lisa Mearkle shot the man with a Taser. WARNING!!! Graphic video ?        Details: http://bit.ly/1 R8glO2
Liberal,"It's time to talk about important issues. We want to know what do you think about police brutality against black women?        I wonder, why is no one talking about black women abused by police? At the time when Americans' attention focuses primarily on the relationship between black men and law enforcement, we've got to admit the fact that Black women have a tough time too. To my mind it should come to national spotlight; from teen girl, who was slammed to the floor in a South Carolina classroom to the mysterious death of Sandra Bland in a jail cell. We want to give you a chance to express yourself and share your minds with us. WATCH the video below, showing black women bringing their problems to the forefront."
Conservative,"What's the difference between USA cops and EU cops?        That's a fact that US police officers are bad trained. Cops are programmed to take innocent lives. Cops here in America play God. They believe they are judge, jury and executioner, and if someone disobeys them or breaks the law, it is their job to punish that person. They believe it is justifiable to shoot someone who is not a threat simply because that person ""deserves it"" in their eyes. It will be hard to find the same approach in any other country. So what's the difference? The difference in mindset, American cops truly believe they will get away with it. In comparison with other countries, particularly in the UK, cops understand that their job is to apprehend, NOT PUNISH. They do not try to shoot you, they understand that they are not the jury and this is not their job. Bad that America trained not like this!???"
Liberal,This is disgusting! What is wrong with the US police? That's certainly not protect and serve. WATCH THIS: http://bit.ly/lVaSgco For more videos ? Don't Shoot
Liberal,"At first sight, this video seems absolutely fine. It shows an elderly man joyfully singing a Beach Boys song in front of restaurant dinners. Moments later... you won't believe what happens next        Details: http://bit.ly/22fl dCq"
Conservative,"Try to guess what would cops do, if you were back talking? Right, couple of punches, some kicks and dozens of bruises for memory, here's a proof.. In a video you can see a cop who brutally attacked a teenager for what? Hmmm, who knows... I bet, cop apologist will say the kid was in the wrong for ""back talking"" how dare he insults his master, but seriously, it's a human instinct to resist when someone throwing you around like a rag doll. This cops an a$$hole. Could you imagine that was your child? What would you do, if something like that has happened to you kid?"
Conservative,"Even if you do not resist, it won't help you to avoid police terror. The guys in the video was not resisting, he's not aggressive - he was unarmed but the sadistic sociopath cops keeps tasing him repeatedly!       The police have no right to treat people this way, but they are literally breaking the law. What kind of respect citizens. This is why people do not trust the police. This cop is a coward! The community needs to come together and get cops like this off the force. Together we stronger!"
Conservative,"If you allergic to bad cops. please DO NOT WATCH the video below!!' We found old dashcam footage has revealed the startling moment a Texas trooper ran toward a motorcyclist following a high-speed chase, leaped into the air and karate kicked him to the ground. The incident unfolded in December 2012 after Martinez, a 10-year veteran trooper, took chase when 25-year-old Steven Gaydos ran a stop sign near Houston. Apparently this Texas deputy wanted to go back to the good old days and show off his fancy moves by jumping in the air and kicking this guy who was already surrendering off his motorcycle. Wow, bad cops with Rambo mentality issues should be dismissed and forbidden from ever owning any firearm again. period!"
Liberal,"ALERT!!! Hopefully, this video will be a good evidence to put the cop behind bars. Could you imagine what would have happened, if there was no video?        Details ? http://bit.ly/lTRfCib"
Liberal,"An officer gives two California truckers a tough choice: to face arrest or tell the location of drug money they were allegedly transporting through Tennessee. A good cop would arrest the guy immediatly, bad one... WATCH: http://bit.ly/1 Ty26m9"
Liberal,"That's crazy!'' Cops hold man down and sic K-9 on him for dancing in a parking lot The city will pay Linson Tara $100,000 to settle a civil-rights lawsuit filed after the Washington cops used Tasers; their fists and then a police dog on him while he was being restrained. Only 100k? Seriously? Guys, don't you think it's not enough for a man who was choked; tased, punched in the face several times while the dog bit you? It should be more zeroes in the number. A dash cam video showed one of the officers holding Tara on the hood of the police cruiser while his partner used a Taser on him. IS THAT THE WAY YOU WANT POLICE TO TREAT US? The video gives us a great explanation of the question, why do people hate cops? Dear Americans, we've got to understand a simple idea - nothing will change unless you, me and the whole country start taking judgments out of THEIR paychecks... and then you'll see this behavior stop."
Liberal,What he did to the girl is disgusting! After that I have only one question: should cops be in public schools?        More info: http://bit.ly/1 TRfCib
Liberal,Shocking video of police officer torturing an 8-year-old boy while he is crying in agony! More details: http://bit.ly/27TS19x
Liberal,"We know million stories about ridiculous reasons why people have been arrested but this time is out of my mind! A man was arrested for SMOKING A CIGARETTE OUTDOORS! I bet the news related to 'hard to believe in' but still... Watching the video I've only noticed people peacefully enjoying the beautiful nature on a bright sunny day, and as soon as police show up the police ruined the camping. I wonder what would happen; if people stood together against the police? Is it any chance to transform police brutality into something peaceful? Guys; please; feel free to share our opinion with us in comments below."
Liberal,"""Know Your Rights or Your Safety Is At Risk In Any Interaction With The Police"" SHOCKING video was uploaded to YouTube recently shows a man in Newington; Connecticut. refusing to fall for Police State tactics of intimidation at a police checkpoint - widely known as a sobriety or DUI checkpoint; but in reality what amounts to an excuse for cops to surveil and keep tabs on citizens. They say cops are keeping us safe, but the reality is absolutely different! Those pigs are filling up prison for profit quotas. arrest quotas. any other f@cking quotas. REMEMBER: Police is not a guarantee of peaceful streets... not in the police states of America. Moral of the story: educate yourself, stand up for your constitutional rights and take the power back from these public ""servants.""#PowerToThePeople. We are the many, they are the few. Together we can stop #PoliceTerror."
Conservative,"The video will make you speechless!""??? If cops protected our rights as the cop from the record below. we would never faced police brutality"
Liberal,A horrific incident occurred last summer; which police deliberately tried to hide. Police claim 15 baton strikes are needed to gain compliance of one man. We believe that's a lot! Details: http://bit.ly/1 U7zUnr
Liberal,"An investigation is launched into the incident, which occurred during the graduation party at the University of Maryland. Police were responding to a call of students, who were allegedly loud during the celebration. Details: http://bit.ly/22nhGEI Join us: Don't Shoot"
Liberal,Let's fight against police brutality together! donotshoot.us Don't Shoot Donotshoot.us A 15-year-old teenager was assaulted by an off-duty officer during a violent brawl. Donotshoot.us The video shows SWAT team in attempt to raid the wrong home without a warrant Donotshoot.us This short video shows the bloody scuffle that took place during the forceful arrest of a homeless man Terre Johnson. Don't Shoot
Liberal,We want to grow and not being shot! Join us!
Liberal,We want to live in the country with no fear!
Liberal,"It's not about who is ""good"" and ""bad"" it's about what is right!"
Conservative,We run this community because we care...
Liberal,It's been only a month since Library of Islamic Knowledge at the center in Houston is open SAVE ISLAMIC KNOWLEDGE
Liberal,It's been only a month since Library of Islamic Knowledge at the center in Houston is open SAVE ISLAMIC KNOWLEDGE
Conservative,We Muslims of the United States are subject to Islamophobia from the media where regularly STOP SCAPEGOATING MUSLIMS!
Liberal,Attacker calls woman 'Muslim piece of trash' before pouring liquid on her in disturbing incident outside Starbucks in Washington 11111111
Liberal,"Detroit! A peaceful rally is planned in front of the Coleman A. Young Municipal Center on May 21 to honor the memory of Aiyana Mo'Nay Stanley-Jones, a 7-year-old little girl killed by the #Detroit police in her home on the night of May 16, 2010, and other victims of police violence and demand demilitarization of police. We need your help and support! Join us! #JusticeForAiyana"
Conservative,Glasses make you 20% more attractive
Liberal,"I laughed morbidly at this, i need help"
Liberal,"Police are beyond out of control, help us make this viral! Follow our account in order to spread the truth!"
Liberal,Getting an uber while drunk
Conservative,What is life now
Liberal,"It could also be someone stabbing you, and trying to kill ya too"
Liberal,My Spirit animal
Liberal,When you out in public and see your bf make eye contact with a girl
Conservative,Who else has done this more than 10 times?
Liberal,Looks like an Apple mouse
Conservative,Gross.. Why did u do it
Liberal,Better than Shakespeare
Liberal,Can you smrell what the wok is cookin
Conservative,"""Thx mim"""
Conservative,Haha- wait.... Is he.... He's coming isn't he.... That motherbarker...
Liberal,White people
Liberal,I swear Family Feud has the best nicknames for a dick
Liberal,Most difficult shit ever
Liberal,new meaning to fucking up the logo.
Liberal,I want bare titties but not bear titties
Liberal,This Es Wut causes depression
Conservative,"We are Patriots. We fight for the traditions, for the National Symbols and for the Future. If you don't like the liberal ideas and you are not the one who supports gun control, gay marriage and black lives matter activists. If America is more than just a country for you, we want you to join us! This is a community for everyone whose heart is with America. Don't be a stranger, be a patriot! Follow us! Instagram Of The United Instotus"
Conservative,First online player for ur browser! Listen everything for free! musicfb. info FaceMusic Stop A. I.
Conservative,First online player for ur browser! Listen everything for free! musicfb. info FaceMusic Stop A. I.
Liberal,"A tiny browser extension will help you to browse, listen and share any kind of music! Free online music library! musicfb.info FaceMusic Stop A.I."
Liberal,"A tiny browser extension will help you to browse, listen and share any kind of music! Free online music library! musicfb.info FaceMusic Stop A.I."
Liberal,Free online player! Just add in ur browser and jump in the world of free music! musicfb.info FaceMusic Stop A. 1.
Liberal,Free online player: Just add in ur browser and jump in the world of free music! musicfb.info FaceMusic Stop A.I.
Liberal,Free online player! Just add in ur browser and jump in the world of free music! musicfb.info FaceMusic Stop A. 1.
Liberal,Free online player! Jump in the world of free music! Click and download for ur browser musicfb. info FaceMusic Stop A. I.
Liberal,Free online player! Jump in the world of free music! Click and download for ur browser musicfb. info FaceMusic Stop A. I.
Liberal,Free online player! Jump in the world of free music! Click and download for ur browser musicfb. info FaceMusic Stop A. I.
Liberal,Free online player! Jump in the world of free music! Click and download for ur browser musicfb. info FaceMusic Stop A. I.
Liberal,Free online player! Jump in the world of free music! Click and download for ur browser musicfb. info FaceMusic Stop A. I.
Liberal,"Free online player! Jump in the world of free music! Click and download for ur browser Unlimited, free and rapid app for you - listen music online on ur Facebook! musicfb.info FaceMusic Stop A. I."
Liberal,"Free online player! Jump in the world of free music! Click and download for ur browser Unlimited, free and rapid app for you - listen music online on ur Facebook! musicfb.info FaceMusic Stop A. I."
Conservative,First online player for ur browser! Listen everything for free! musicfb. info FaceMusic Stop A. I.
Conservative,First online player for ur browser! Listen everything for free! musicfb. info FaceMusic Stop A. I.
Conservative,First online player for ur browser! Listen everything for free! musicfb. info FaceMusic Stop A. I.
Liberal,Free online player: Just add in ur browser and jump in the world of free music! musicfb.info FaceMusic Stop A.I.
Liberal,Free online player: Just add in ur browser and jump in the world of free music! musicfb.info FaceMusic Stop A.I.
Liberal,Free online player: Just add in ur browser and jump in the world of free music! musicfb.info FaceMusic Stop A.I.
Liberal,Free music extension! Be online and listen anything u like! musicfb. info FaceMusic Stop A. I.
Liberal,Free music extension! Be online and listen anything u like! musicfb.info FaceMusic Stop A. I.
Liberal,"Listen to your favorite music via ̀ FaceMusic"" absolutely legal and for free! Free online music player': Download now! musicfb.info FaceMusic Stop A.I."
Liberal,"Listen to your favorite music via ̀ FaceMusic"" absolutely legal and for free! Free online music player': Download now! musicfb.info FaceMusic Stop A.I."
Liberal,Free music extension! Be online and listen anything u like! musicfb. info FaceMusic Stop A. I.
Liberal,Free music extension! Be online and listen anything u like! musicfb.info FaceMusic Stop A. I.
Liberal,"Only for Chrome users! Any music via ""FaceMusic"" absolutely legal and for free! Free online music library! Download! musicfb.info FaceMusic Stop A.I."
Liberal,"Only for Chrome users! Any music via ""FaceMusic"" absolutely legal and for free! Free online music library! Download! musicfb.info FaceMusic Stop A.I."
Liberal,"A tiny browser extension will help you to browse, listen and share any kind of music! Free online music library! musicfb.info FaceMusic Stop A.I."
Liberal,"A tiny browser extension will help you to browse, listen and share any kind of music! Free online music library! musicfb.info FaceMusic Stop A.I."
Liberal,"A tiny browser extension will help you to browse, listen and share any kind of music! Free online music library! musicfb.info FaceMusic Stop A.I."
Liberal,"A tiny browser extension will help you to browse, listen and share any kind of music! Free online music library! musicfb.info FaceMusic Stop A.I."
Liberal,"A tiny browser extension will help you to browse, listen and share any kind of music! Free online music library! musicfb.info FaceMusic Stop A.I."
Liberal,Free online player: Just add in ur browser and jump in the world of free music! musicfb.info FaceMusic Stop A.I.
Liberal,Free online player! Just add in ur browser and jump in the world of free music! musicfb.info FaceMusic Stop A. 1.
Liberal,Free online player! Just add in ur browser and jump in the world of free music! musicfb.info FaceMusic Stop A. 1.
Liberal,Free online player! Just add in ur browser and jump in the world of free music! musicfb.info FaceMusic Stop A. 1.
Liberal,Free online player! Just add in ur browser and jump in the world of free music! musicfb.info FaceMusic Stop A. 1.
Conservative,First online player for ur browser! Listen everything for free! musicfb. info FaceMusic Stop A. I.
Conservative,First online player for ur browser! Listen everything for free! musicfb. info FaceMusic Stop A. I.
Conservative,First online player for ur browser! Listen everything for free! musicfb. info FaceMusic Stop A. I.
Conservative,First online player for ur browser! Listen everything for free! musicfb. info FaceMusic Stop A. I.
Conservative,First online player for ur browser! Listen everything for free! musicfb. info FaceMusic Stop A. I.
Liberal,"Only for Chrome users! Any music via ""FaceMusic"" absolutely legal and for free! Download free music player! musicfb.info FaceMusic Stop A.I."
Liberal,"Only for Chrome users! Any music via ""FaceMusic"" absolutely legal and for free! Free online music library! Download! musicfb.info FaceMusic Stop A.I."
Liberal,"Only for Chrome users! Any music via ""FaceMusic"" absolutely legal and for free! Free online music library! Download! musicfb.info FaceMusic Stop A.I."
Liberal,"Only for Chrome users! Any music via ""FaceMusic"" absolutely legal and for free! Free online music library! Download! musicfb.info FaceMusic Stop A.I."
Liberal,"Only for Chrome users! Any music via ""FaceMusic"" absolutely legal and for free! Free online music library! Download! musicfb.info FaceMusic Stop A.I."
Liberal,"Only for Chrome users! Any music via ""FaceMusic"" absolutely legal and for free! Free online music library! Download! musicfb.info FaceMusic Stop A.I."
Liberal,Free online player! Jump in the world of free music! Click and download for ur browser musicfb. info FaceMusic Stop A. I.
Liberal,Free online player! Jump in the world of free music! Click and download for ur browser musicfb. info FaceMusic Stop A. I.
Liberal,Free online player! Jump in the world of free music! Click and download for ur browser musicfb.info FaceMusic Stop A.I.
Liberal,Free online player! Jump in the world of free music! Click and download for ur browser musicfb.info FaceMusic Stop A.I.
Liberal,Free online player! Jump in the world of free music! Click and download for ur browser musicfb.info FaceMusic Stop A.I.
Liberal,Download and listen music for free. Unique browser extension! Download and start listen! musicfb.info FaceMusic Stop A.I.
Liberal,"A tiny browser extension will help you to browse, listen and share any kind of music! Free music. Anywhere. Download now musicfb.info FaceMusic Stop A. 1."
Liberal,Free online player: Just add in ur browser and jump in the world of free music! musicfb.info FaceMusic Stop A.I.
Liberal,Free online player! Just add in ur browser and jump in the world of free music! musicfb.info FaceMusic Stop A. 1.
Liberal,Free online player! Just add in ur browser and jump in the world of free music! musicfb.info FaceMusic Stop A. 1.
Liberal,Free online player! Just add in ur browser and jump in the world of free music! musicfb.info FaceMusic Stop A. 1.
Liberal,Free online player! Just add in ur browser and jump in the world of free music! musicfb.info FaceMusic Stop A. 1.
Liberal,Stop paying for music! First Facebook music service! Download now! Listen legally and for free. Jump in! musicfb.info FaceMusic Stop A. 1.
Liberal,Free online player! Jump in the world of free music! Click and download for ur browser musicfb. info FaceMusic Stop A. I.
